hidden_layer_sizes,activation,learning_rate_init,alpha,max_iter,fitness
"(8,)",tanh,0.04754751869919775,0.05950780284169026,1500,0.8831257692262771
"(8,)",tanh,0.044118362898320364,0.06723937314390942,1500,0.883470981339677
"(8,)",tanh,0.03948586148501125,0.07357646681899987,1500,0.8950404622804055
"(8,)",tanh,0.04089645834489357,0.05967131242138439,1500,0.8914451287641956
"(8,)",tanh,0.036997431803720345,0.07299944300663538,1500,0.8949251502275531
"(8,)",tanh,0.036997431803720345,0.07299944300663538,1500,0.8949251502275531
"(16,)",tanh,0.0037520558551242793,0.39054412752107937,1000,0.8808910220859498
"(8,)",tanh,0.044118362898320364,0.06723937314390942,1500,0.883470981339677
"(16,)",logistic,0.0015270080551460289,0.018794668241638453,1000,0.7817792987975346
"(32, 16)",relu,0.0034890188454913852,3.584985580340472,500,0.872334383234848
"(16,)",tanh,0.0037520558551242793,0.39054412752107937,1000,0.8808910220859498
"(16, 8)",tanh,0.0037520558551242793,4.042872735027333,500,0.8612664972628515
"(8,)",tanh,0.03948586148501125,0.07357646681899987,1500,0.8950404622804055
"(32, 16)",relu,0.03967605077052987,0.018794668241638453,500,0.8671799482634649
"(64,)",relu,0.01847685051126992,4.001860821654892,500,0.8667480443921411
"(16,)",tanh,0.0032623611537646235,0.018794668241638453,500,0.8743859675668813
"(8,)",tanh,0.04089645834489357,0.05967131242138439,1500,0.8914451287641956
"(8,)",tanh,0.03948586148501125,0.07357646681899987,1500,0.8950404622804055
"(8,)",tanh,0.036997431803720345,0.07299944300663538,1500,0.8949251502275531
"(8,)",tanh,0.03948586148501125,0.06723937314390942,1500,0.8907369743947708
"(8,)",tanh,0.044118362898320364,0.07357646681899987,1500,0.8864870109593728
"(8,)",tanh,0.017517066419950687,0.07299944300663538,1500,0.8773821768414898
"(16,)",tanh,0.006468951280999875,0.39054412752107937,1000,0.879011510057991
"(16,)",tanh,0.0037520558551242793,0.39054412752107937,1000,0.8808910220859498
"(16,)",tanh,0.0032623611537646235,0.018794668241638453,500,0.8743859675668813
"(8,)",tanh,0.09912400433215823,0.07299944300663538,1500,0.8749359562688976
"(8,)",tanh,0.036997431803720345,0.05967131242138439,1500,0.881322004316341
"(8,)",tanh,0.03948586148501125,0.15898405339092145,1500,0.8873904703499227
"(8,)",tanh,0.06011431642657639,0.06723937314390942,1500,0.8756083193220588
"(8,)",tanh,0.03948586148501125,0.07357646681899987,1500,0.8950404622804055
"(8,)",tanh,0.036997431803720345,0.07299944300663538,1500,0.8949251502275531
"(8,)",tanh,0.036997431803720345,0.05967131242138439,1500,0.881322004316341
"(8,)",tanh,0.03948586148501125,0.07357646681899987,1500,0.8950404622804055
"(16,)",logistic,0.03948586148501125,0.07357646681899987,1000,0.8861146200295344
"(8,)",tanh,0.0037520558551242793,0.39054412752107937,1500,0.8718465278453846
"(8,)",tanh,0.05102345147824023,0.06723937314390942,1500,0.8838206725561601
"(8,)",tanh,0.03948586148501125,0.06723937314390942,1500,0.8907369743947708
"(8,)",relu,0.03948586148501125,0.19093300562236976,1500,0.8673733273553343
"(8,)",tanh,0.036997431803720345,0.07299944300663538,1000,0.8949251502275531
"(8,)",tanh,0.03948586148501125,0.07299944300663538,1500,0.8946820246580123
"(8,)",tanh,0.036997431803720345,0.0021464357789925154,1500,0.8884508651366808
"(8,)",tanh,0.03948586148501125,0.07357646681899987,1500,0.8950404622804055
"(8,)",tanh,0.03948586148501125,0.07357646681899987,1500,0.8950404622804055
"(32, 16)",tanh,0.03948586148501125,0.07299944300663538,1500,0.8803563552844016
"(8,)",tanh,0.036997431803720345,0.07357646681899987,1500,0.8915186664605838
"(8,)",tanh,0.036997431803720345,0.0021464357789925154,1500,0.8884508651366808
"(8,)",tanh,0.03948586148501125,0.07357646681899987,1500,0.8950404622804055
"(8,)",tanh,0.026136499208923015,0.07299944300663538,1500,0.8803920014400314
"(8,)",logistic,0.03948586148501125,0.07357646681899987,1500,0.8791492546202445
"(8,)",tanh,0.016650261969448955,0.07357646681899987,1500,0.8790924305951247
"(8,)",tanh,0.03948586148501125,0.06723937314390942,1000,0.8907369743947708
"(8,)",tanh,0.03948586148501125,0.07357646681899987,1500,0.8950404622804055
"(8,)",tanh,0.03948586148501125,0.06723937314390942,1500,0.8907369743947708
"(8,)",tanh,0.03948586148501125,0.07357646681899987,1500,0.8950404622804055
"(16,)",tanh,0.1,0.07151455482412038,1500,0.8826414829906403
"(8,)",tanh,0.05372159842793832,0.001,1500,0.8861408852719462
"(32,)",tanh,0.014637702145581475,0.2829465080310831,1500,0.8767215506317084
"(8,)",tanh,0.03948586148501125,0.07357646681899987,1500,0.8950404622804055
"(32,)",tanh,0.034488564764935004,0.0036495547198908784,1500,0.8868246746166756
"(8,)",tanh,0.08090974122497234,0.16913889843680255,1000,0.8855838152061081
"(8,)",logistic,0.04237098318503536,0.10434970713089163,1500,0.8796149104482524
"(8,)",tanh,0.03948586148501125,0.07357646681899987,1500,0.8950404622804055
"(32,)",tanh,0.014666017665238828,0.017093603405023125,1500,0.8865650403666976
"(16,)",tanh,0.1,0.006201860693931358,500,0.8832035820732494
"(8,)",relu,0.1,0.16458878885023287,1500,0.8765917946245125
