generation,best_fitness,mean_fitness,worst_fitness,std_fitness
1.0,0.8808910220859498,0.6996243398930856,0.16874229673048324,0.26938036635724727
2.0,0.8814915105996629,0.863935458317946,0.8355800310719006,0.01419171761021005
3.0,0.8835113203321499,0.8678895113857629,0.7817792987975346,0.026916856682328436
4.0,0.8950404622804055,0.883176418722636,0.8743859675668813,0.0072267065511177914
5.0,0.8950404622804055,0.887023186775678,0.8673733273553343,0.009073573218123672
6.0,0.8950404622804055,0.8883829476206859,0.8790924305951247,0.006442479037213785
7.0,0.8950404622804055,0.8876470498069563,0.8780138824798644,0.006087494752440427
